freq_mhz,step,ue_id,sinr_eff_db,prx_dbm,prx_dbm_theo,se_la,se_shannon,se_gap_pct,tbler_step,tbler_running,doppler_fd_hz,doppler_slope_rad_per_sym,doppler_nu,doppler_Tc_ms
3500.0,1,0,18.91012954711914,-75.8177641479753,-51.6811150560783,0.740234375,6.300233364105225,88.25068323314196,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,1,1,16.008888244628906,-77.50150766150477,-54.17250028834911,0.740234375,5.353756427764893,86.17355150561012,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,1,2,30.0,-73.42642072738685,-59.70815770805511,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,2,0,24.18331527709961,-75.87269684597977,-51.798267554219734,5.5546875,8.039018630981445,30.903413028639104,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,2,1,23.50245475769043,-77.64974548118225,-54.32027125289766,4.5234375,7.8137736320495605,42.10943760328135,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,2,2,30.0,-73.38229672135903,-59.644858343474276,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,3,0,21.094829559326172,-76.0690758240343,-51.917221292587556,5.5546875,7.01871919631958,20.858958100037363,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,3,1,21.61849021911621,-77.79561951614406,-54.465372593492404,5.5546875,7.191411972045898,22.759431366303208,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,3,2,21.45183563232422,-73.33822520397555,-59.58124993665515,5.5546875,7.136436462402344,22.164408955865323,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,4,0,20.673442840576172,-76.12596759867219,-52.037713907023374,5.5546875,6.879870891571045,19.261747966733054,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,4,1,26.833221435546875,-77.9325464079969,-54.607896462476305,5.5546875,8.916790962219238,37.70530762092093,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,4,2,30.0,-73.29743921797771,-59.51733428872909,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,5,0,23.987937927246094,-76.18775302677902,-52.159500180126486,5.5546875,7.974369049072266,30.34323510966388,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,5,1,26.42691421508789,-78.07410154754984,-54.747930463443694,5.5546875,8.782112121582031,36.74998197359196,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,5,2,25.662841796875,-73.25519685530932,-59.45311346829829,5.5546875,8.528923034667969,34.872345811756475,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,6,0,24.34687614440918,-76.233387580896,-52.282351868630556,5.5546875,8.09315013885498,31.365569590361297,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,6,1,25.685991287231445,-78.21335282102771,-54.88555793533288,5.5546875,8.536591529846191,34.93085055575944,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,6,2,24.458602905273438,-79.34189742578832,-59.38858982709059,5.5546875,8.130130767822266,31.67775945271939,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,7,0,28.038270950317383,-76.28893786859344,-52.40605735279141,5.5546875,9.316376686096191,40.377169288465495,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,7,1,22.899608612060547,-78.35028563075888,-55.020858215653895,5.5546875,7.614466190338135,27.050861332233012,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,7,2,24.051036834716797,-79.32990153325689,-59.32376601638883,5.5546875,7.995246887207031,30.525128512442834,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,8,0,26.895706176757812,-76.29481911106723,-52.53042114413129,5.5546875,8.937506675720215,37.84969677180818,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,8,1,17.260805130004883,-78.48555087190442,-55.15390688455261,0.0,5.76077127456665,100.0,1.0,0.125,0.0,0.0,0.0,1000000000000.0
3500.0,8,2,25.155603408813477,-79.31697399358896,-59.258645004265446,5.5546875,8.360905647277832,33.5635667434124,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,9,0,21.397172927856445,-76.25211978685668,-52.655263284092946,5.5546875,7.118407249450684,21.967270130145387,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,9,1,8.21875286102295,-78.61926617202423,-55.284775991268305,0.0,2.932727575302124,100.0,1.0,0.2222222222222222,0.0,0.0,0.0,1000000000000.0
3500.0,9,2,20.20655632019043,-79.30429637464023,-59.193230093652915,5.5546875,6.726164817810059,17.41672036801909,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,10,0,28.26837730407715,-76.37183489224385,-52.780418662215745,5.5546875,9.392699241638184,40.86164842396034,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,10,1,16.09196662902832,-78.75060097388328,-55.41353426440822,2.16015625,5.380686283111572,59.853518002339044,0.0,0.19999999999999996,0.0,0.0,0.0,1000000000000.0
3500.0,10,2,22.921598434448242,-79.29176317698548,-59.127524941280825,5.5546875,7.621734619140625,27.12042891062627,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,11,0,21.764341354370117,-76.45588534217843,-52.90573627853967,5.5546875,7.239536762237549,23.272887721573042,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,11,1,22.044832229614258,-78.88877369455622,-55.540247307340785,4.5234375,7.33211612701416,38.30652131471262,0.0,0.18181818181818177,0.0,0.0,0.0,1000000000000.0
3500.0,11,2,22.706953048706055,-79.2786743670831,-59.06153357751056,5.5546875,7.5508012771606445,26.435787460046235,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,12,0,27.910858154296875,-79.68374944578903,-53.03107847120774,5.5546875,9.27411937713623,40.10549924886517,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,12,1,23.817216873168945,-79.01638174592493,-55.664977779896745,5.5546875,7.917885780334473,29.846329511394455,0.0,0.16666666666666663,0.0,0.0,0.0,1000000000000.0
