freq_mhz,step,ue_id,sinr_eff_db,prx_dbm,prx_dbm_theo,se_la,se_shannon,se_gap_pct,tbler_step,tbler_running,doppler_fd_hz,doppler_slope_rad_per_sym,doppler_nu,doppler_Tc_ms
3500.0,1,0,30.0,-78.75302949130909,-54.77912881974282,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,1,1,-30.0,-220.0,-60.04077785038091,0.0,0.0014419741928577423,100.0,,1.0,0.0,0.0,0.0,1000000000000.0
3500.0,1,2,17.65888023376465,-87.95291979845365,-61.690541356934474,0.740234375,5.890677452087402,87.43379889629345,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,2,0,30.0,-78.7450062211805,-54.77880001627217,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,2,1,-30.0,-220.0,-60.04026968664514,0.0,0.0014419741928577423,100.0,,1.0,0.0,0.0,0.0,1000000000000.0
3500.0,2,2,17.66717529296875,-87.95245806116577,-61.690125042073824,5.115234375,5.893385887145996,13.203810628508384,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,3,0,30.0,-78.73388827363064,-54.778330005282044,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,3,1,-30.0,-220.0,-60.03895486150111,0.0,0.0014419741928577423,100.0,,1.0,0.0,0.0,0.0,1000000000000.0
3500.0,3,2,17.668729782104492,-87.95123953616883,-61.689028423583515,5.115234375,5.893894195556641,13.211296211317569,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,4,0,30.0,-78.71742624980898,-54.777624249133126,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,4,1,-30.0,-220.0,-60.03649990276842,0.0,0.0014419741928577423,100.0,,1.0,0.0,0.0,0.0,1000000000000.0
3500.0,4,2,17.67164421081543,-87.94895478329326,-61.68697226452301,5.115234375,5.894846439361572,13.22531591588001,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,5,0,30.0,-78.69382927512589,-54.776610332748874,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,5,1,-30.0,-220.0,-60.03263573993959,0.0,0.0014419741928577423,100.0,,1.0,0.0,0.0,0.0,1000000000000.0
3500.0,5,2,17.676239013671875,-87.94535340533767,-61.68373131085408,5.115234375,5.896346092224121,13.247385838735315,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,6,0,30.0,-78.66183395142379,-54.775241701726145,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,6,1,-30.0,-220.0,-60.027141574630086,0.0,0.0014419741928577423,100.0,,1.0,0.0,0.0,0.0,1000000000000.0
3500.0,6,2,17.68276596069336,-87.94022581093643,-61.67912045248177,5.115234375,5.8984785079956055,13.278748611763003,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,7,0,30.0,-78.62017145869886,-54.77347893069177,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,7,1,-30.0,-220.0,-60.01984438897662,0.0,0.0014419741928577423,100.0,,1.0,0.0,0.0,0.0,1000000000000.0
3500.0,7,2,17.69141387939453,-87.93342572909026,-61.67299535101346,5.115234375,5.901303291320801,13.320259568371828,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,8,0,30.0,-78.56831540332902,-54.77131744881271,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,8,1,-30.0,-220.0,-60.0105927476356,0.0,0.0014419741928577423,100.0,,1.0,0.0,0.0,0.0,1000000000000.0
3500.0,8,2,17.702409744262695,-87.92479422252013,-61.66522877273522,5.33203125,5.904894828796387,9.701503505239483,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,9,0,30.0,-78.50569981643814,-54.76875957452438,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,9,1,-30.0,-220.0,-59.999270553172146,0.0,0.0014419741928577423,100.0,,1.0,0.0,0.0,0.0,1000000000000.0
3500.0,9,2,17.715787887573242,-87.91423548204405,-61.65572379814725,5.33203125,5.90926456451416,9.768276715524216,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,10,0,30.0,-78.43228694298443,-54.76583616590288,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,10,1,-30.0,-220.0,-59.985770335185116,0.0,0.0014419741928577423,100.0,,1.0,0.0,0.0,0.0,1000000000000.0
