freq_mhz,step,ue_id,sinr_eff_db,prx_dbm,se_la,se_shannon,se_gap_pct,tbler_step,tbler_running
3500.0,1,0,-30.0,-41.532397980065696,0.0,0.0014419741928577423,100.0,,1.0
3500.0,1,1,30.0,-17.76545396275759,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0
3500.0,1,2,-30.0,-47.360542124600315,0.0,0.0014419741928577423,100.0,,1.0
3500.0,2,0,30.0,-41.532397980065696,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0
3500.0,2,1,-30.0,-17.76545396275759,0.0,0.0014419741928577423,100.0,,0.0
3500.0,2,2,-30.0,-47.360542124600315,0.0,0.0014419741928577423,100.0,,1.0
3500.0,3,0,-30.0,-41.532397980065696,0.0,0.0014419741928577423,100.0,,0.0
3500.0,3,1,-30.0,-17.76545396275759,0.0,0.0014419741928577423,100.0,,0.0
3500.0,3,2,17.506677627563477,-47.360542124600315,0.740234375,5.8409833908081055,87.32688786335365,0.0,0.0
3500.0,4,0,-30.0,-41.532397980065696,0.0,0.0014419741928577423,100.0,,0.0
3500.0,4,1,30.0,-17.76545396275759,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0
3500.0,4,2,-30.0,-47.360542124600315,0.0,0.0014419741928577423,100.0,,0.0
3500.0,5,0,30.0,-41.532397980065696,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0
3500.0,5,1,-30.0,-17.76545396275759,0.0,0.0014419741928577423,100.0,,0.0
3500.0,5,2,-30.0,-47.360542124600315,0.0,0.0014419741928577423,100.0,,0.0
3500.0,6,0,-30.0,-41.532397980065696,0.0,0.0014419741928577423,100.0,,0.0
3500.0,6,1,-30.0,-17.76545396275759,0.0,0.0014419741928577423,100.0,,0.0
3500.0,6,2,27.090229034423828,-47.360542124600315,5.115234375,9.001996040344238,43.176664907704264,0.0,0.0
3500.0,7,0,-30.0,-41.532397980065696,0.0,0.0014419741928577423,100.0,,0.0
3500.0,7,1,30.0,-17.76545396275759,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0
3500.0,7,2,-30.0,-47.360542124600315,0.0,0.0014419741928577423,100.0,,0.0
3500.0,8,0,30.0,-41.532397980065696,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0
3500.0,8,1,-30.0,-17.76545396275759,0.0,0.0014419741928577423,100.0,,0.0
