freq_mhz,step,ue_id,sinr_eff_db,prx_dbm,prx_dbm_theo,se_la,se_shannon,se_gap_pct,tbler_step,tbler_running,doppler_fd_hz,doppler_slope_rad_per_sym,doppler_nu,doppler_Tc_ms
3500.0,1,0,30.0,-80.04815960748027,-59.72296433602132,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0,1.950769305229187,0.0004085681866854429,6.502564065158367e-05,216.837540268898
3500.0,1,1,16.30733299255371,-88.01529958004748,-58.400878545178365,0.740234375,5.450552940368652,86.41909576700793,0.0,0.0,1.2976841926574707,0.00027178635355085135,4.325613917899318e-05,325.9652853012085
3500.0,1,2,12.337578773498535,-89.1415850059051,-63.577707573924364,0.740234375,4.180308818817139,82.2923519030956,0.0,0.0,1.999912977218628,0.0004188608145341277,6.666376430075616e-05,211.50921285152435
3500.0,1,3,14.276272773742676,-83.775407843275,-61.952226571373025,0.740234375,4.7953877449035645,84.56361791000727,0.0,0.0,2.0505056381225586,0.0004294568789191544,6.835018575657159e-05,206.2905877828598
3500.0,1,4,6.525096416473389,-96.7919688508959,-60.1757356745372,0.740234375,2.457521677017212,69.87882622063172,0.0,0.0,-0.4327338635921478,-9.063156903721392e-05,-1.44244622788392e-05,977.506160736084
3500.0,1,5,20.78605079650879,-78.38329924824671,-54.40494473764346,0.740234375,6.916965484619141,89.29827860720114,0.0,0.0,1.3166742324829102,0.00027576362481340766,4.3889140215469524e-05,321.26396894454956
3500.0,1,6,30.0,-78.27750693857573,-53.05974951121912,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0,1.5383639335632324,0.0003221941879019141,5.1278799219289795e-05,274.9674618244171
3500.0,1,7,-8.224074363708496,-103.7274034973276,-62.207818551859255,0.0,0.20228531956672668,100.0,1.0,1.0,2.1229469776153564,0.00044462899677455425,7.076490146573633e-05,199.25132393836975
3500.0,1,8,-3.924921751022339,-108.43695189923838,-63.844812896125916,0.0,0.4906206727027893,100.0,1.0,1.0,1.9702250957489014,0.0004126429557800293,6.567416858160868e-05,214.69628810882568
3500.0,1,9,30.0,-74.12007535333393,-49.49852348780155,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0,1.9071491956710815,0.00039943240699358284,6.357164238579571e-05,221.79701924324036
3500.0,2,0,27.09235954284668,-80.0454003967664,-59.72080641466619,5.5546875,9.002701759338379,38.29977212964765,0.0,0.0,4.115176200866699,0.0008618804858997464,0.000137172537506558,102.79025137424469
