freq_mhz,step,ue_id,sinr_eff_db,prx_dbm,se_la,se_shannon,se_gap_pct,tbler_step,tbler_running
3500.0,1,0,-30.0,-39.23573810749248,0.0,0.0014419741928577423,100.0,,1.0
3500.0,1,1,30.0,-17.765270974831907,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0
3500.0,1,2,-30.0,-47.32684001452397,0.0,0.0014419741928577423,100.0,,1.0
3500.0,2,0,30.0,-39.23573810749248,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0
3500.0,2,1,-30.0,-17.765270974831907,0.0,0.0014419741928577423,100.0,,0.0
3500.0,2,2,30.0,-47.32684001452397,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0
3500.0,3,0,-30.0,-39.23573810749248,0.0,0.0014419741928577423,100.0,,0.0
3500.0,3,1,-30.0,-17.765270974831907,0.0,0.0014419741928577423,100.0,,0.0
3500.0,3,2,28.855480194091797,-47.32684001452397,5.5546875,9.5874605178833,42.06299478742102,0.0,0.0
3500.0,4,0,-30.0,-39.23573810749248,0.0,0.0014419741928577423,100.0,,0.0
3500.0,4,1,30.0,-17.765271269967513,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0
3500.0,4,2,-30.0,-47.32684001452397,0.0,0.0014419741928577423,100.0,,0.0
3500.0,5,0,30.0,-39.23573810749248,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0
3500.0,5,1,-30.0,-17.765271269967513,0.0,0.0014419741928577423,100.0,,0.0
3500.0,5,2,-30.0,-47.32684001452397,0.0,0.0014419741928577423,100.0,,0.0
3500.0,6,0,-30.0,-39.23573810749248,0.0,0.0014419741928577423,100.0,,0.0
3500.0,6,1,30.0,-17.765270974831907,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0
3500.0,6,2,-30.0,-47.32684001452397,0.0,0.0014419741928577423,100.0,,0.0
3500.0,7,0,-30.0,-39.23573810749248,0.0,0.0014419741928577423,100.0,,0.0
3500.0,7,1,-30.0,-17.765270974831907,0.0,0.0014419741928577423,100.0,,0.0
3500.0,7,2,30.0,-47.32684001452397,5.5546875,9.967226028442383,44.270477220550674,0.0,0.0
