freq_mhz,step,ue_id,sinr_eff_db,prx_dbm,prx_dbm_theo,se_la,se_shannon,se_gap_pct,tbler_step,tbler_running,doppler_fd_hz,doppler_slope_rad_per_sym,doppler_nu,doppler_Tc_ms
3500.0,1,0,-1.979449987411499,-94.91315001652224,-62.05791096621485,0.0,0.7083638310432434,100.0,1.0,1.0,0.0,0.0,0.0,1000000000000.0
3500.0,1,1,6.178502082824707,-93.45118715914748,-63.5041713130175,0.740234375,2.3640427589416504,68.68777554043089,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,1,2,30.0,-84.576096849929,-59.26021732162957,0.740234375,9.967226028442383,92.57331605716902,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,2,0,-2.4401092529296875,-94.91327845604411,-62.05707462643175,0.490234375,0.650902271270752,24.683873964225256,0.0,0.5,0.0,0.0,0.0,1000000000000.0
3500.0,2,1,6.152146816253662,-93.45037962195252,-63.503487971623734,1.9140625,2.356992721557617,18.792176043076914,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,2,2,21.987184524536133,-84.57497594656343,-59.259210434400444,5.5546875,7.313085556030273,24.044543750487392,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,3,0,-4.236392498016357,-94.91120228813455,-62.055589918529655,0.0,0.4615462124347687,100.0,1.0,0.6666666666666667,0.0,0.0,0.0,1000000000000.0
3500.0,3,1,6.190977573394775,-93.44886417535137,-63.5021693060383,1.9140625,2.3673830032348633,19.148591614260667,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,3,2,21.4638729095459,-84.57376419264173,-59.25812685080061,5.5546875,7.140406608581543,22.207686417686368,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,4,0,-6.148213863372803,-94.91414552218575,-62.053132681905325,0.0,0.31354865431785583,100.0,1.0,0.75,0.0,0.0,0.0,1000000000000.0
3500.0,4,1,6.3876633644104,-93.44636959182607,-63.49992052423939,2.16015625,2.4202871322631836,10.747934771687117,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,4,2,21.019336700439453,-84.57224662918945,-59.25677513534192,5.5546875,6.993836879730225,20.577394132557135,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,5,0,-6.756532192230225,-94.9192396000491,-62.04954425260634,0.0,0.27623608708381653,100.0,1.0,0.8,0.0,0.0,0.0,1000000000000.0
3500.0,5,1,6.7594170570373535,-93.44267450998944,-63.49658147792382,2.16015625,2.521498918533325,14.33047089084244,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,5,2,21.267202377319336,-84.57041451308626,-59.25515158048349,5.5546875,7.075547695159912,21.49459321997461,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,6,0,-3.908146381378174,-94.92666075557425,-62.04493162808164,0.0,0.4922294020652771,100.0,1.0,0.8333333333333334,0.0,0.0,0.0,1000000000000.0
3500.0,6,1,7.3304595947265625,-93.43796904109868,-63.49221338334296,2.16015625,2.6799001693725586,19.39415226404667,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,6,2,22.36212730407715,-84.56861078068769,-59.25356673993605,5.5546875,7.436888217926025,25.308982235192545,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,7,0,0.3743557929992676,-94.93642885404732,-62.03947689791821,0.490234375,1.0635186433792114,53.90448695451777,0.0,0.7142857142857143,0.0,0.0,0.0,1000000000000.0
3500.0,7,1,8.501917839050293,-93.4324536585979,-63.48696387798839,2.40625,3.0148165225982666,20.185856022633985,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,7,2,24.961898803710938,-84.56711528658197,-59.25227195992425,5.5546875,8.296758651733398,33.04990860690532,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,8,0,2.4136929512023926,-94.94841230137521,-62.03338994930657,0.490234375,1.4559063911437988,66.3278918217497,0.0,0.625,0.0,0.0,0.0,1000000000000.0
3500.0,8,1,7.343247890472412,-93.42619238887666,-63.48101251876419,0.0,2.683486223220825,100.0,1.0,0.125,0.0,0.0,0.0,1000000000000.0
3500.0,8,2,26.487863540649414,-84.56616140707352,-59.25147895129041,5.5546875,8.802313804626465,36.89514344421036,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,9,0,0.3757757246494293,-94.9623090924387,-62.02676233757468,0.490234375,1.0637646913528442,53.91514881204191,0.0,0.5555555555555556,0.0,0.0,0.0,1000000000000.0
3500.0,9,1,6.070436954498291,-93.41941651707067,-63.47446230920443,2.16015625,2.3351876735687256,7.495390008685499,0.0,0.11111111111111116,0.0,0.0,0.0,1000000000000.0
3500.0,9,2,25.443052291870117,-84.56566298919023,-59.25110387440931,5.5546875,8.4561128616333,34.31157328561115,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,10,0,-3.793257713317871,-94.97813398835694,-62.01977911554322,0.0,0.5033660531044006,100.0,1.0,0.6,0.0,0.0,0.0,1000000000000.0
3500.0,10,1,3.4122164249420166,-94.241403284,-63.46746865035434,0.0,1.6753301620483398,100.0,1.0,0.19999999999999996,0.0,0.0,0.0,1000000000000.0
3500.0,10,2,25.298662185668945,-84.56582035543974,-59.2513310336604,5.5546875,8.408287048339844,33.937941603733265,0.0,0.0,0.0,0.0,0.0,1000000000000.0
3500.0,11,0,-4.966141223907471,-94.99555870133057,-62.012472884911794,0.0,0.39911949634552,100.0,1.0,0.6363636363636364,0.0,0.0,0.0,1000000000000.0
